ENERO 22,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS
CARTON,"0,10","0,09","11,72","0,92","4.358,37","4.732,98","0,09","0,08","6,51","0,87","566,04","651,21","0,03","0,02","4,39","0,93","30,22","32,62","0,10","0,10","7,77","1,08","113,39","105,33","0,05","0,04","5,03","0,92","220,43","240,23","0,08","0,07","14,16","0,88","99,80","113,65","0,16","0,15","21,07","0,93","1.294,53","1.393,13","0,09","0,09","13,13","0,91","552,09","609,70","0,17","0,16","15,48","0,93","341,89","366,81","0,11","0,10","20,76","0,85","112,52","131,71","0,09","0,09","10,82","0,95","215,72","227,04","0,09","0,09","12,04","0,90","232,46","257,06","0,07","0,06","11,86","0,91","68,15","74,76","0,17","0,18","11,37","1,05","96,65","92,12","0,08","0,07","9,48","0,92","159,10","172,97","0,12","0,11","12,31","0,97","36,08","37,03","0,04","0,04","3,48","0,97","23,68","24,52","0,09","0,09","10,50","0,96","195,62","203,09"
OTROS 1 LITRO,"0,00","0,00","0,21","2,50","205,42","82,06","0,00","0,01","0,46","3,04","62,55","20,55","0,01","0,02","1,46","4,56","32,14","7,05","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,18","1,99","26,69","13,41","0,00","0,01","0,47","2,50","12,56","5,03","0,03","0,05","1,50","1,72","55,81","32,54","0,00","0,01","0,17","4,50","15,67","3,49","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
MAYOR 1 LITRO,"0,10","0,13","3,20","1,34","6.214,81","4.623,13","0,23","0,32","5,15","1,43","2.280,58","1.591,07","0,20","0,31","5,20","1,54","407,51","264,72","0,09","0,16","3,22","1,79","175,64","97,90","0,06","0,07","3,25","1,18","334,75","283,11","0,03","0,03","2,07","1,18","41,76","35,36","0,06","0,07","2,93","1,31","635,54","484,80","0,06","0,08","3,62","1,24","516,65","417,39","0,03","0,03","1,98","1,18","63,89","54,08","0,02","0,03","2,40","1,30","31,97","24,66","0,11","0,14","2,39","1,28","348,99","272,86","0,05","0,06","1,45","1,18","164,89","139,27","0,24","0,29","4,59","1,22","310,00","254,04","0,06","0,12","1,40","2,03","64,88","32,04","0,07","0,10","1,23","1,54","221,31","143,88","0,16","0,26","5,48","1,67","83,83","50,30","0,24","0,35","3,29","1,43","195,93","136,97","0,15","0,15","2,21","0,99","336,68","340,69"
BOTELLA,"0,02","0,02","0,70","1,21","1.014,12","836,96","0,02","0,03","1,14","1,41","188,57","133,56","0,01","0,01","1,21","1,50","19,10","12,78","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,01","0,01","1,31","1,47","18,69","12,75","0,00","0,01","0,40","1,60","64,42","40,19","0,01","0,01","0,78","1,71","76,27","44,73","0,01","0,02","0,98","1,24","35,09","28,26","0,01","0,01","0,76","1,42","8,88","6,23","0,02","0,03","1,06","1,35","71,51","52,78","0,01","0,01","0,46","1,09","32,56","29,95","0,06","0,04","1,74","0,74","45,75","62,14","0,00","0,00","0,00",,"0,00","0,00","0,03","0,03","0,73","1,23","66,50","54,04","0,16","0,26","5,48","1,67","83,83","50,30","0,00","0,00","0,00",,"0,00","0,00","0,14","0,14","1,25","0,98","302,96","309,26"
CARTON,"0,00","0,00","0,12","1,46","215,14","147,18","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,01","0,02","0,53","1,53","192,46","125,79","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,01","0,01","0,54","1,06","22,68","21,39","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
BAG IN BOX,"0,01","0,02","0,36","1,36","798,91","586,22","0,00","0,00","0,25","0,95","32,87","34,67","0,00","0,00","0,00",,"0,00","0,00","0,02","0,03","0,73","1,53","37,30","24,33","0,01","0,01","0,20","1,00","40,81","40,98","0,00","0,00","0,00",,"0,00","0,00","0,01","0,01","0,46","1,00","107,85","107,35","0,01","0,02","0,79","1,54","133,91","86,82","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,16","1,19","10,37","8,72","0,16","0,23","2,96","1,41","248,06","176,03","0,00","0,00","0,00",,"0,00","0,00","0,04","0,07","0,27","1,82","140,29","76,93","0,00","0,00","0,00",,"0,00","0,00","0,05","0,08","1,26","1,56","47,44","30,41","0,00","0,00","0,00",,"0,00","0,00"
OTS.MAYOR LITRO,"0,07","0,09","2,25","1,37","4.186,65","3.052,76","0,20","0,29","4,22","1,45","2.059,14","1.422,84","0,19","0,30","4,11","1,54","388,41","251,94","0,07","0,13","2,49","1,88","138,34","73,57","0,05","0,06","3,07","1,21","293,94","242,13","0,02","0,02","0,77","1,02","23,07","22,62","0,02","0,03","2,14","1,28","270,82","211,46","0,04","0,05","2,36","1,07","306,48","285,84","0,01","0,01","0,99","1,12","28,80","25,83","0,02","0,02","1,64","1,25","23,10","18,43","0,09","0,11","1,67","1,26","277,49","220,08","0,03","0,04","0,64","1,25","99,29","79,21","0,01","0,01","0,32","1,02","16,19","15,87","0,06","0,12","1,40","2,03","64,88","32,04","0,01","0,01","0,23","1,13","14,52","12,91","0,00","0,00","0,00",,"0,00","0,00","0,19","0,26","1,81","1,39","148,49","106,56","0,01","0,02","1,07","1,07","33,72","31,43"
T.VINOS CON DOP+IGP,"0,34","1,43","25,85","4,16","66.489,14","15.980,88","0,50","2,16","29,31","4,30","15.259,18","3.547,21","0,34","1,39","22,51","4,13","1.795,06","434,81","0,51","2,10","35,53","4,14","2.272,09","548,54","0,34","1,45","24,36","4,25","7.321,98","1.724,09","0,25","1,12","27,42","4,39","1.537,59","350,40","0,32","1,18","26,43","3,71","10.379,04","2.800,16","0,29","1,26","25,13","4,27","8.104,03","1.897,46","0,11","0,39","13,52","3,45","830,34","240,68","0,11","0,38","14,26","3,32","437,98","131,97","0,21","1,02","19,63","4,87","2.480,98","509,69","0,37","1,60","23,51","4,38","4.382,17","1.000,66","0,41","1,71","32,44","4,14","1.843,82","445,20","0,41","1,74","31,32","4,28","956,48","223,64","0,37","1,78","32,20","4,78","3.803,72","795,59","0,43","1,40","32,42","3,27","445,56","136,46","0,59","2,18","16,70","3,70","1.235,51","334,33","0,38","1,52","30,91","3,96","3.403,59","859,98"
VINOS CON DOP,"0,30","1,33","24,66","4,38","61.937,92","14.134,24","0,43","1,99","27,38","4,68","14.018,63","2.997,34","0,33","1,36","22,16","4,13","1.757,56","426,01","0,48","2,04","34,21","4,27","2.197,72","514,45","0,30","1,35","23,69","4,49","6.835,43","1.522,07","0,25","1,08","26,80","4,35","1.485,92","341,38","0,28","1,08","24,81","3,92","9.444,14","2.410,75","0,25","1,15","23,86","4,53","7.426,90","1.639,74","0,10","0,36","12,68","3,55","757,37","213,17","0,11","0,38","14,26","3,32","437,98","131,97","0,20","0,99","18,76","5,03","2.400,52","477,55","0,35","1,57","22,90","4,51","4.298,38","953,92","0,39","1,65","30,75","4,26","1.786,91","419,63","0,41","1,74","31,32","4,28","956,48","223,64","0,37","1,78","32,26","4,79","3.794,16","792,40","0,27","1,12","28,94","4,19","357,24","85,17","0,46","1,96","15,74","4,28","1.113,23","259,99","0,32","1,28","29,05","3,96","2.869,35","725,08"
VINOS TRANQUILOS,"0,24","1,02","18,89","4,30","47.164,49","10.958,99","0,32","1,40","22,23","4,45","9.908,33","2.229,09","0,28","1,16","18,47","4,07","1.499,10","368,47","0,38","1,36","25,72","3,61","1.468,52","406,93","0,24","1,10","19,91","4,55","5.591,84","1.229,82","0,18","0,71","18,67","4,05","976,77","241,07","0,18","0,77","15,76","4,15","6.713,90","1.616,48","0,20","0,90","18,70","4,53","5.821,34","1.284,18","0,09","0,31","9,16","3,55","654,01","184,26","0,07","0,22","9,45","3,18","259,64","81,52","0,14","0,68","13,89","4,75","1.657,83","348,78","0,32","1,43","20,44","4,51","3.912,73","868,43","0,30","1,16","20,54","3,87","1.256,51","324,44","0,35","1,51","28,37","4,30","833,39","193,94","0,29","1,30","23,05","4,49","2.767,44","616,47","0,19","0,68","23,29","3,49","216,54","62,05","0,45","1,94","15,92","4,31","1.099,62","255,29","0,29","1,13","23,89","3,90","2.526,99","647,78"
TRANQUILO NACIONAL,"0,23","0,99","18,15","4,33","46.124,08","10.656,36","0,30","1,36","20,91","4,49","9.612,24","2.138,98","0,28","1,15","17,40","4,09","1.485,90","363,13","0,37","1,35","24,45","3,62","1.458,07","402,73","0,24","1,09","19,52","4,57","5.511,93","1.204,86","0,17","0,69","18,51","4,13","948,66","229,88","0,18","0,76","15,34","4,18","6.621,38","1.582,41","0,20","0,89","18,23","4,56","5.759,99","1.262,71","0,09","0,31","8,98","3,56","650,02","182,69","0,07","0,22","9,01","3,20","256,67","80,28","0,14","0,68","13,72","4,76","1.654,86","347,54","0,31","1,42","20,13","4,52","3.890,94","860,01","0,29","1,10","20,23","3,81","1.189,25","312,43","0,35","1,51","28,37","4,30","833,39","193,94","0,27","1,25","22,26","4,60","2.674,68","581,60","0,11","0,47","18,14","4,22","149,63","35,46","0,45","1,94","15,92","4,31","1.099,62","255,29","0,28","1,04","21,16","3,74","2.326,85","622,42"
TRANQUILO EXTRANJE,"0,01","0,02","1,16","3,52","1.101,53","312,82","0,01","0,04","1,90","3,29","296,09","90,11","0,00","0,01","1,04","2,47","13,20","5,34","0,00","0,01","1,32","2,49","10,45","4,20","0,00","0,02","1,02","3,20","79,91","24,96","0,01","0,02","0,95","2,51","28,11","11,19","0,00","0,01","0,88","2,72","92,52","34,07","0,00","0,01","0,86","2,86","61,35","21,47","0,00","0,00","0,17","2,53","3,98","1,57","0,00","0,00","0,45","2,40","2,97","1,24","0,00","0,00","0,18","2,40","2,97","1,24","0,00","0,01","0,63","2,59","21,79","8,42","0,01","0,06","1,95","5,60","67,26","12,01","0,00","0,00","0,00",,"0,00","0,00","0,02","0,07","1,37","3,42","153,89","45,05","0,08","0,21","7,82","2,52","66,91","26,60","0,00","0,00","0,00",,"0,00","0,00","0,01","0,09","3,46","7,89","200,14","25,36"
TRANQUILO TINTO,"0,16","0,73","13,35","4,62","33.952,45","7.344,67","0,19","0,90","14,87","4,70","6.362,51","1.353,08","0,19","0,80","11,54","4,18","1.036,22","247,95","0,20","0,82","14,78","4,17","884,44","212,05","0,18","0,83","15,40","4,74","4.225,18","891,74","0,09","0,41","12,52","4,62","569,97","123,30","0,14","0,64","13,06","4,57","5.610,35","1.228,57","0,13","0,62","12,17","4,88","4.001,29","819,41","0,06","0,21","4,41","3,77","440,61","116,97","0,05","0,17","6,00","3,43","202,75","59,12","0,09","0,49","9,49","5,59","1.180,50","211,01","0,23","1,11","16,52","4,86","3.036,60","624,66","0,22","0,86","16,74","3,86","932,34","241,72","0,28","1,30","20,73","4,68","716,08","153,15","0,19","0,94","15,96","5,03","1.999,99","397,28","0,05","0,28","7,84","5,22","89,46","17,13","0,26","1,27","9,22","4,83","722,01","149,46","0,22","0,87","17,13","3,90","1.942,15","498,07"
TRANQUILO BLANCO,"0,07","0,25","7,83","3,84","11.809,24","3.079,15","0,10","0,44","11,34","4,28","3.109,84","727,03","0,07","0,30","9,38","4,07","392,30","96,42","0,17","0,51","12,33","3,01","548,72","182,28","0,06","0,26","8,25","4,12","1.328,40","322,27","0,07","0,26","7,33","3,71","356,06","96,03","0,04","0,10","3,79","2,93","904,68","308,32","0,06","0,25","8,38","4,15","1.642,46","395,91","0,02","0,08","4,49","3,80","179,96","47,31","0,02","0,05","5,48","2,55","53,93","21,16","0,05","0,16","5,86","3,19","384,14","120,26","0,09","0,31","5,70","3,65","859,78","235,43","0,07","0,28","8,13","3,97","301,53","75,94","0,07","0,21","14,87","2,88","117,30","40,80","0,07","0,29","9,01","4,36","628,90","144,13","0,06","0,19","10,44","3,28","60,17","18,33","0,19","0,67","9,45","3,57","377,61","105,83","0,06","0,25","10,33","3,98","563,47","141,71"
TRANQUILO ROSADO,"0,01","0,03","1,46","2,62","1.402,80","535,17","0,02","0,06","2,60","2,93","435,98","148,98","0,02","0,05","3,03","2,93","70,58","24,09","0,01","0,03","2,48","2,81","35,36","12,60","0,00","0,01","0,57","2,42","38,26","15,81","0,02","0,04","2,22","2,33","50,74","21,74","0,01","0,02","0,99","2,50","198,87","79,60","0,01","0,03","1,84","2,58","177,59","68,86","0,01","0,02","0,61","1,67","33,44","19,98","0,00","0,00","0,45","2,40","2,97","1,24","0,01","0,04","0,67","5,32","93,19","17,51","0,00","0,01","0,78","1,96","16,35","8,34","0,01","0,02","0,45","3,34","22,64","6,77","0,00","0,00","0,00",,"0,00","0,00","0,04","0,06","2,21","1,85","138,55","75,05","0,08","0,21","7,82","2,52","66,91","26,60","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","1,35","2,67","21,37","8,00"
ESPUM(INC CAVA)+GAS,"0,04","0,23","5,57","5,18","10.512,85","2.030,41","0,09","0,51","7,47","5,64","3.609,29","639,59","0,03","0,13","4,16","4,51","169,94","37,72","0,07","0,56","8,32","7,48","601,55","80,45","0,03","0,16","4,09","4,75","831,83","175,09","0,05","0,26","8,12","4,93","356,04","72,25","0,04","0,15","6,54","3,83","1.293,16","337,51","0,04","0,18","5,11","5,04","1.177,11","233,42","0,01","0,02","1,85","3,88","49,55","12,78","0,04","0,12","4,07","3,44","142,68","41,50","0,04","0,26","5,25","6,40","621,94","97,22","0,02","0,07","3,15","3,90","204,68","52,46","0,06","0,34","7,41","5,84","364,28","62,40","0,02","0,05","1,34","2,99","25,98","8,69","0,06","0,37","8,52","6,40","785,23","122,70","0,07","0,44","11,35","6,09","140,71","23,12","0,01","0,02","1,21","2,90","13,61","4,70","0,01","0,06","4,16","4,35","125,26","28,80"
ESPUMOSOS(INC CAVA,"0,04","0,23","5,54","5,19","10.504,05","2.023,77","0,09","0,51","7,36","5,68","3.602,92","634,43","0,03","0,13","4,16","4,51","169,94","37,72","0,07","0,56","8,32","7,48","601,55","80,45","0,03","0,16","4,09","4,75","831,83","175,09","0,05","0,26","8,12","4,93","356,04","72,25","0,04","0,15","6,54","3,83","1.293,16","337,51","0,04","0,18","5,11","5,04","1.177,11","233,42","0,01","0,02","1,85","3,88","49,55","12,78","0,04","0,12","4,07","3,44","142,68","41,50","0,04","0,26","5,25","6,40","621,94","97,22","0,02","0,07","3,15","3,90","204,68","52,46","0,06","0,34","7,41","5,84","364,28","62,40","0,02","0,05","1,34","2,99","25,98","8,69","0,06","0,37","8,52","6,40","785,23","122,70","0,07","0,44","11,35","6,09","140,71","23,12","0,01","0,02","1,21","2,90","13,61","4,70","0,01","0,05","3,93","4,50","122,83","27,32"
GASIFICADOS,"0,00","0,00","0,04","1,32","8,80","6,65","0,00","0,00","0,13","1,23","6,37","5,16","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,23","1,64","2,43","1,48"
VINOS DE AGUJA,"0,00","0,01","0,58","3,05","401,32","131,38","0,01","0,02","0,76","3,13","119,29","38,09","0,00","0,01","0,46","3,48","11,22","3,22","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,46","2,48","32,86","13,24","0,00","0,00","0,25","2,25","2,20","0,98","0,00","0,00","0,50","2,39","38,33","16,01","0,00","0,01","1,23","2,98","89,01","29,86","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","1,19","2,27","8,18","3,61","0,00","0,00","0,42","2,22","11,18","5,04","0,00","0,01","1,04","5,32","40,27","7,57","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","0,66","3,90","41,00","10,51","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,20","2,39","7,79","3,26"
VINOS LICOROSOS,"0,02","0,08","4,12","3,79","3.798,14","1.003,27","0,01","0,05","3,64","4,21","381,72","90,57","0,01","0,06","4,30","4,66","77,30","16,60","0,03","0,12","4,08","4,71","127,65","27,08","0,02","0,07","2,58","3,65","378,90","103,92","0,02","0,11","4,09","5,57","150,91","27,09","0,05","0,16","7,71","3,17","1.398,75","440,73","0,01","0,05","2,71","3,68","339,44","92,29","0,01","0,03","2,35","3,34","53,81","16,13","0,00","0,02","1,70","5,15","27,48","5,34","0,01","0,05","2,62","4,13","109,56","26,51","0,01","0,05","3,02","5,53","140,70","25,46","0,03","0,15","9,58","5,07","166,12","32,79","0,04","0,18","7,34","4,62","97,12","21,01","0,02","0,07","4,44","4,28","139,37","32,53","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,02","0,09","4,22","4,63","209,30","45,23"
OTROS VINOS CON DOP,"0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
VINOS CON I.G.P.,"0,04","0,10","2,84","2,46","4.551,22","1.846,64","0,08","0,18","4,04","2,26","1.240,55","549,88","0,01","0,03","1,82","4,26","37,50","8,80","0,03","0,07","3,41","2,18","74,37","34,09","0,04","0,10","1,86","2,41","486,56","202,02","0,01","0,04","1,97","5,73","51,67","9,02","0,04","0,11","3,83","2,40","934,90","389,41","0,04","0,11","3,66","2,63","677,13","257,72","0,01","0,03","1,28","2,65","72,97","27,52","0,00","0,00","0,00",,"0,00","0,00","0,01","0,03","1,70","2,50","80,47","32,14","0,02","0,03","1,14","1,79","83,79","46,74","0,02","0,05","5,36","2,23","56,91","25,57","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,49","2,99","9,56","3,19","0,16","0,28","6,46","1,72","88,32","51,29","0,13","0,22","5,35","1,64","122,27","74,35","0,06","0,24","6,30","3,96","534,25","134,90"
T.VINOS SIN DOP/IGP,"0,24","0,35","20,98","1,44","16.298,34","11.332,69","0,36","0,56","17,24","1,57","3.945,50","2.515,18","0,27","0,43","14,98","1,64","562,66","344,04","0,26","0,44","23,51","1,67","473,41","283,02","0,15","0,24","15,97","1,62","1.237,12","761,50","0,16","0,23","26,05","1,43","314,27","219,05","0,23","0,30","29,12","1,28","2.623,16","2.054,22","0,19","0,26","21,52","1,33","1.659,64","1.248,54","0,22","0,27","21,02","1,20","567,72","474,70","0,18","0,20","26,40","1,15","235,81","204,70","0,23","0,30","16,91","1,30","738,83","566,87","0,25","0,35","23,22","1,42","967,83","680,63","0,38","0,57","23,30","1,50","615,54","410,93","0,42","0,62","14,96","1,50","343,23","229,35","0,25","0,40","16,42","1,59","858,87","539,72","0,16","0,17","15,76","1,08","54,94","51,06","0,20","0,30","9,16","1,53","172,12","112,52","0,28","0,41","22,59","1,46","927,68","636,67"
VINO SIN DOP/IGP,"0,24","0,34","20,63","1,41","15.870,69","11.232,80","0,35","0,54","16,87","1,53","3.792,61","2.480,82","0,26","0,43","14,48","1,62","552,80","341,76","0,25","0,39","19,91","1,54","416,92","271,26","0,15","0,24","15,75","1,60","1.213,32","756,72","0,15","0,21","24,60","1,37","291,32","213,11","0,23","0,29","28,80","1,26","2.560,96","2.038,77","0,19","0,25","21,47","1,32","1.643,07","1.244,25","0,22","0,26","21,10","1,19","560,40","472,80","0,17","0,20","26,73","1,12","227,77","203,03","0,23","0,30","16,78","1,29","723,50","562,90","0,25","0,35","23,22","1,42","967,83","680,63","0,37","0,53","21,66","1,43","571,35","399,50","0,42","0,62","14,96","1,50","343,23","229,35","0,25","0,40","16,26","1,58","850,84","537,64","0,16","0,17","15,76","1,08","54,94","51,06","0,20","0,30","9,16","1,53","172,12","112,52","0,28","0,41","22,59","1,46","927,68","636,67"
NACIONAL,"0,22","0,30","19,84","1,34","13.751,30","10.285,11","0,27","0,37","14,73","1,35","2.605,50","1.925,17","0,17","0,24","12,59","1,37","306,66","223,74","0,25","0,38","19,50","1,53","414,25","270,07","0,14","0,22","15,33","1,59","1.118,46","704,31","0,15","0,21","24,61","1,34","282,79","211,41","0,23","0,28","28,34","1,24","2.450,74","1.983,41","0,19","0,24","21,00","1,28","1.557,66","1.216,20","0,22","0,26","20,92","1,17","546,21","468,48","0,15","0,16","25,81","1,09","190,96","174,72","0,23","0,30","16,55","1,28","717,08","561,13","0,23","0,33","23,24","1,42","899,96","631,61","0,37","0,51","21,21","1,39","552,89","396,89","0,36","0,51","13,99","1,41","278,35","197,31","0,25","0,39","16,13","1,58","838,79","532,30","0,16","0,17","15,76","1,08","54,94","51,06","0,20","0,30","9,16","1,53","172,12","112,52","0,28","0,34","20,48","1,22","763,91","624,78"
EXTRANJERO,"0,00","0,01","0,43","4,31","453,30","105,29","0,00","0,01","0,41","2,95","78,30","26,59","0,00","0,00","0,41","2,25","3,44","1,53","0,00","0,00","0,35","2,25","2,67","1,19","0,00","0,00","0,24","3,29","16,57","5,03","0,00","0,01","0,45","5,00","8,53","1,71","0,00","0,01","0,48","2,45","70,18","28,66","0,00","0,01","0,41","4,01","58,73","14,64","0,00","0,01","0,28","3,28","14,18","4,32","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,26","3,62","6,42","1,77","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","0,43","7,07","18,46","2,61","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,34","2,25","12,04","5,35","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,01","0,07","2,51","13,77","163,77","11,89"
OTROS VINOS,"0,02","0,04","0,64","1,98","1.666,09","842,40","0,08","0,16","2,43","2,10","1.108,81","529,06","0,09","0,19","2,09","2,08","242,70","116,49","0,00","0,00","0,00",,"0,00","0,00","0,01","0,02","0,44","1,65","78,30","47,38","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,42","1,50","40,04","26,69","0,00","0,00","0,18","1,99","26,69","13,41","0,00","0,00","0,00",,"0,00","0,00","0,02","0,03","0,87","1,30","36,80","28,31","0,00","0,00","0,00",,"0,00","0,00","0,02","0,02","0,23","1,38","67,87","49,02","0,00","0,00","0,00",,"0,00","0,00","0,06","0,12","1,40","2,03","64,88","32,04","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
TINTO,"0,12","0,18","6,75","1,47","8.328,83","5.679,19","0,21","0,34","8,47","1,57","2.375,30","1.512,43","0,14","0,20","6,21","1,38","256,24","185,91","0,13","0,18","8,01","1,38","195,06","141,83","0,08","0,13","6,84","1,64","671,42","410,17","0,06","0,10","7,81","1,61","140,28","87,38","0,08","0,12","6,62","1,43","1.042,50","730,12","0,08","0,11","6,73","1,30","705,57","544,06","0,12","0,12","4,10","1,06","262,43","247,41","0,05","0,07","6,56","1,51","80,09","53,11","0,16","0,22","7,01","1,39","526,59","379,41","0,10","0,14","6,18","1,46","386,03","265,12","0,23","0,38","5,78","1,64","412,87","252,26","0,13","0,24","6,90","1,81","130,59","72,20","0,15","0,27","5,33","1,82","578,25","318,23","0,03","0,04","3,67","1,49","12,02","8,08","0,15","0,18","4,48","1,19","101,33","84,87","0,17","0,20","6,55","1,17","452,25","386,61"
