,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS
POMELO,"0,01","0,03","2,42","2,27","1.430,69","629,87","0,01","0,03","2,07","2,75","213,99","77,70","0,01","0,02","0,84","2,38","30,48","12,83","0,02","0,04","4,88","2,09","42,55","20,40","0,02","0,04","3,86","2,04","190,24","93,35","0,01","0,01","1,26","2,11","15,58","7,37","0,01","0,03","1,53","2,17","238,85","110,17","0,01","0,02","2,03","2,61","123,19","47,23","0,01","0,02","1,34","1,79","37,72","21,08","0,00","0,01","1,19","2,48","11,02","4,44","0,01","0,02","2,20","1,81","56,02","30,99","0,01","0,02","3,70","2,00","67,13","33,55","0,06","0,14","4,88","2,30","150,11","65,40","0,00","0,00","0,00",,"0,00","0,00","0,04","0,09","5,85","2,41","182,15","75,69","0,00","0,00","0,00",,"0,00","0,00","0,03","0,07","6,75","2,44","38,12","15,60","0,01","0,01","1,47","2,38","33,53","14,07"
CHIRIMOYA,"0,00","0,00","0,27","2,10","97,43","46,47","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","1,68","2,08","9,17","4,40","0,00","0,00","0,23","1,99","9,98","5,02","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,50","1,98","33,29","16,81","0,00","0,01","0,57","2,32","37,79","16,26","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,48","2,08","2,39","1,15","0,00","0,00","0,05","2,08","0,61","0,29","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,55","1,65","4,19","2,54"
MANGO,"0,09","0,24","15,22","2,77","11.191,87","4.038,67","0,07","0,22","12,11","3,08","1.534,44","498,30","0,06","0,14","13,25","2,45","181,33","74,12","0,12","0,37","26,21","2,99","399,74","133,78","0,06","0,19","13,53","3,00","975,58","324,83","0,07","0,19","16,07","2,65","261,11","98,46","0,09","0,22","16,44","2,59","1.953,85","753,46","0,09","0,26","17,65","2,80","1.699,12","606,96","0,03","0,10","9,70","2,82","208,31","73,95","0,06","0,17","11,57","2,91","193,61","66,49","0,08","0,22","15,12","2,87","540,76","188,19","0,05","0,15","11,23","3,03","417,55","137,78","0,13","0,23","19,39","1,71","248,25","145,56","0,09","0,30","19,25","3,29","165,85","50,41","0,09","0,27","16,62","2,88","574,52","199,44","0,06","0,14","9,22","2,34","44,76","19,15","0,12","0,39","22,78","3,19","222,42","69,73","0,27","0,70","21,79","2,63","1.570,69","598,06"
FRUTAS IV GAMA,"0,16","0,39","18,54","2,42","17.914,99","7.392,55","0,20","0,48","20,12","2,42","3.358,81","1.385,60","0,18","0,42","22,78","2,42","549,97","226,89","0,18","0,41","19,35","2,27","438,52","193,01","0,16","0,39","17,96","2,44","1.990,44","815,26","0,16","0,39","22,60","2,49","539,82","216,93","0,13","0,35","20,07","2,61","3.040,09","1.164,09","0,16","0,39","18,35","2,36","2.490,38","1.055,89","0,08","0,21","14,44","2,54","439,72","172,78","0,11","0,22","17,70","2,05","253,72","124,06","0,13","0,33","20,87","2,57","793,48","309,14","0,16","0,35","15,99","2,15","954,11","444,50","0,08","0,20","13,39","2,48","214,58","86,57","0,08","0,22","13,80","2,56","119,36","46,55","0,20","0,56","15,30","2,83","1.185,04","418,64","0,12","0,38","11,19","3,12","120,25","38,53","0,22","0,52","27,10","2,37","296,75","125,41","0,25","0,50","17,65","1,99","1.129,95","568,70"
FRUTOS SECOS,"0,32","2,54","65,38","8,03","117.724,57","14.655,38","0,30","2,65","69,55","8,92","18.715,00","2.098,26","0,33","2,57","61,60","7,77","3.325,52","427,79","0,34","2,84","65,33","8,44","3.064,09","363,25","0,34","2,68","66,73","7,93","13.570,08","1.710,73","0,30","2,31","68,52","7,65","3.174,59","414,92","0,26","2,01","65,40","7,66","17.660,71","2.306,22","0,32","2,55","64,40","7,90","16.477,23","2.086,08","0,26","2,03","71,27","7,79","4.309,05","553,29","0,25","1,84","64,60","7,45","2.129,09","285,80","0,30","2,27","61,93","7,58","5.485,81","723,54","0,39","3,06","61,83","7,87","8.366,89","1.063,72","0,27","2,03","57,64","7,46","2.189,80","293,68","0,23","1,99","52,90","8,72","1.093,21","125,37","0,58","4,80","64,60","8,33","10.252,04","1.230,81","0,32","2,66","58,35","8,38","847,28","101,05","0,60","4,18","66,07","6,94","2.370,33","341,47","0,24","2,09","64,25","8,87","4.693,86","529,40"
FRUTOS SEC.ALMENDRA,"0,02","0,27","12,96","12,43","12.657,56","1.018,14","0,02","0,31","17,00","14,04","2.183,73","155,49","0,03","0,30","10,39","10,21","389,93","38,21","0,04","0,41","13,16","11,15","443,85","39,80","0,04","0,44","16,43","10,75","2.248,88","209,16","0,03","0,28","14,45","10,62","381,21","35,89","0,01","0,19","10,49","12,93","1.666,26","128,87","0,02","0,26","11,61","12,78","1.650,20","129,15","0,01","0,19","10,35","13,29","412,59","31,04","0,01","0,14","7,97","12,53","160,06","12,78","0,02","0,22","11,27","12,49","535,62","42,88","0,02","0,21","8,94","12,93","583,86","45,15","0,02","0,20","10,51","13,19","218,65","16,57","0,03","0,44","6,30","17,36","243,01","14,00","0,02","0,28","14,43","14,08","601,09","42,68","0,04","0,48","17,10","11,90","152,47","12,81","0,03","0,42","21,39","13,42","237,79","17,72","0,02","0,24","16,59","11,93","548,36","45,96"
ALMENDRA CON CASC.,"0,01","0,06","3,33","10,70","2.993,38","279,73","0,00","0,06","4,17","13,45","404,97","30,12","0,00","0,04","2,93","12,69","45,78","3,61","0,01","0,08","3,91","7,24","89,04","12,29","0,02","0,18","2,96","8,71","899,90","103,37","0,00","0,05","2,82","12,25","65,72","5,37","0,00","0,03","2,13","11,75","264,72","22,53","0,00","0,04","2,46","11,66","251,63","21,57","0,00","0,03","1,95","16,88","55,84","3,31","0,00","0,01","1,14","12,84","15,54","1,21","0,00","0,06","3,24","12,57","145,99","11,62","0,00","0,03","2,09","9,62","74,19","7,71","0,00","0,05","3,82","12,35","54,52","4,41","0,00","0,02","2,28","14,95","13,75","0,92","0,00","0,04","3,18","13,09","95,12","7,26","0,01","0,13","4,05","16,08","41,09","2,56","0,02","0,23","10,42","11,40","132,27","11,60","0,01","0,15","11,56","11,34","343,32","30,26"
ALMENDRA SIN CASC.,"0,02","0,21","10,25","13,09","9.664,18","738,42","0,02","0,25","13,60","14,19","1.778,77","125,37","0,03","0,27","7,77","9,95","344,16","34,60","0,03","0,33","10,94","12,90","354,82","27,50","0,02","0,27","14,24","12,75","1.348,98","105,78","0,02","0,23","12,25","10,34","315,49","30,52","0,01","0,16","8,51","13,18","1.401,54","106,33","0,02","0,22","9,65","13,00","1.398,57","107,58","0,01","0,17","10,14","12,86","356,75","27,73","0,01","0,12","7,27","12,49","144,53","11,57","0,01","0,16","8,44","12,46","389,63","31,27","0,01","0,19","7,45","13,62","509,67","37,43","0,01","0,15","7,99","13,50","164,13","12,16","0,02","0,42","6,41","17,52","229,27","13,08","0,02","0,24","11,77","14,29","505,97","35,42","0,03","0,35","13,92","10,86","111,38","10,25","0,01","0,19","11,08","17,26","105,52","6,12","0,01","0,09","5,99","13,06","205,04","15,69"
FRUTOS SEC.CACAHUET.,"0,03","0,13","12,95","4,61","6.101,13","1.322,62","0,03","0,14","13,41","4,93","970,45","196,71","0,02","0,08","9,67","4,27","109,96","25,73","0,03","0,17","13,77","5,48","179,13","32,70","0,04","0,21","19,35","4,71","1.066,59","226,30","0,03","0,14","19,75","4,76","194,35","40,80","0,02","0,10","11,18","4,37","897,22","205,53","0,03","0,13","12,14","4,60","819,95","178,25","0,03","0,16","15,34","4,98","330,03","66,30","0,01","0,04","6,49","5,24","45,87","8,76","0,02","0,08","9,04","4,35","196,55","45,13","0,04","0,17","14,04","4,37","472,42","108,08","0,02","0,08","8,81","4,24","89,29","21,05","0,03","0,12","10,34","4,28","65,56","15,30","0,03","0,13","10,20","4,76","288,20","60,50","0,03","0,11","11,82","4,15","33,76","8,13","0,04","0,17","12,15","3,98","94,08","23,62","0,03","0,11","13,68","4,15","247,70","59,70"
CACAHUETE CON CASC.,"0,01","0,05","4,75","4,12","2.426,79","589,73","0,01","0,05","4,32","4,33","367,35","84,91","0,01","0,05","3,59","3,85","58,81","15,27","0,02","0,09","7,08","5,43","97,98","18,04","0,02","0,09","7,67","4,45","460,39","103,53","0,01","0,05","5,21","4,09","62,88","15,37","0,01","0,04","4,22","3,80","314,57","82,83","0,01","0,03","3,78","3,61","218,82","60,64","0,01","0,05","5,29","4,30","107,76","25,08","0,00","0,01","2,05","4,02","12,05","3,00","0,01","0,03","2,55","3,98","72,06","18,12","0,02","0,10","6,99","4,17","277,64","66,58","0,01","0,04","2,79","3,72","37,93","10,19","0,01","0,06","4,58","4,42","30,48","6,90","0,02","0,06","4,23","3,77","123,48","32,76","0,01","0,06","5,61","4,17","19,46","4,66","0,02","0,07","5,27","3,87","38,84","10,02","0,01","0,06","5,99","3,97","126,28","31,82"
CACAHUETE SIN CASC.,"0,02","0,08","8,77","5,01","3.674,34","732,89","0,02","0,09","9,63","5,39","603,10","111,80","0,01","0,04","6,12","4,89","51,15","10,47","0,01","0,08","7,12","5,53","81,16","14,66","0,02","0,12","12,32","4,94","606,20","122,77","0,02","0,10","15,30","5,17","131,47","25,43","0,01","0,07","7,67","4,75","582,65","122,70","0,02","0,09","9,01","5,11","601,13","117,61","0,02","0,10","10,46","5,39","222,27","41,22","0,00","0,03","4,37","5,87","33,82","5,76","0,01","0,05","7,00","4,61","124,48","27,02","0,02","0,07","8,11","4,69","194,78","41,51","0,01","0,05","6,76","4,73","51,36","10,86","0,02","0,06","5,83","4,18","35,07","8,40","0,01","0,08","6,58","5,94","164,72","27,73","0,01","0,04","6,26","4,12","14,31","3,47","0,02","0,10","9,53","4,06","55,25","13,59","0,01","0,05","7,71","4,36","121,43","27,88"
FRUTOS SEC.NUECES,"0,06","0,54","20,88","8,39","25.272,07","3.011,28","0,06","0,58","24,67","9,29","4.061,22","437,37","0,10","0,77","17,88","7,58","1.001,93","132,24","0,05","0,48","20,91","8,82","522,68","59,29","0,05","0,43","17,88","8,67","2.169,09","250,06","0,04","0,38","18,20","8,73","526,87","60,39","0,05","0,46","20,18","8,56","4.002,10","467,67","0,06","0,52","22,90","8,29","3.382,19","407,79","0,05","0,41","18,53","8,99","862,25","95,89","0,06","0,46","23,36","7,63","534,04","70,02","0,05","0,37","17,41","7,09","892,02","125,76","0,07","0,61","18,65","8,29","1.653,05","199,29","0,08","0,59","22,61","7,39","638,57","86,43","0,06","0,46","13,01","8,20","253,48","30,92","0,16","1,34","22,90","8,46","2.856,52","337,65","0,08","0,62","18,76","8,13","196,25","24,14","0,26","1,43","32,28","5,44","812,37","149,23","0,03","0,40","20,37","11,76","907,44","77,14"
NUECES CON CASCARA,"0,05","0,29","9,45","6,43","13.453,66","2.091,34","0,04","0,23","8,73","6,14","1.646,75","268,34","0,07","0,44","8,64","6,15","563,63","91,58","0,03","0,21","7,41","6,97","222,04","31,84","0,03","0,18","6,73","6,00","930,34","155,08","0,03","0,20","10,71","6,77","281,59","41,61","0,03","0,20","8,15","6,19","1.725,74","278,70","0,04","0,24","10,74","5,83","1.554,96","266,67","0,03","0,20","9,08","6,68","418,62","62,66","0,04","0,21","14,42","5,48","243,74","44,50","0,04","0,26","13,36","6,06","641,42","105,81","0,06","0,39","11,19","6,85","1.074,78","156,92","0,07","0,45","19,85","6,63","487,77","73,62","0,05","0,33","4,96","7,17","184,21","25,70","0,14","1,16","13,19","8,06","2.479,26","307,79","0,06","0,41","12,09","6,61","129,70","19,61","0,25","1,29","23,13","5,08","730,47","143,67","0,01","0,06","3,15","8,04","138,64","17,24"
NUECES SIN CASCARA,"0,02","0,25","12,31","12,85","11.818,41","919,95","0,02","0,34","15,82","14,28","2.414,47","169,04","0,03","0,34","11,01","10,78","438,30","40,67","0,03","0,28","15,10","10,95","300,64","27,46","0,02","0,24","11,82","13,04","1.238,75","94,98","0,01","0,18","7,94","13,06","245,29","18,78","0,02","0,26","13,36","12,05","2.276,36","188,97","0,02","0,28","13,75","12,95","1.827,23","141,12","0,02","0,21","10,23","13,35","443,63","33,23","0,02","0,25","12,37","11,37","290,30","25,52","0,01","0,10","5,56","12,57","250,60","19,94","0,02","0,21","8,61","13,65","578,27","42,37","0,01","0,14","5,91","11,78","150,79","12,81","0,01","0,13","6,98","13,27","69,27","5,22","0,01","0,18","10,41","12,63","377,26","29,86","0,01","0,21","7,34","14,67","66,55","4,54","0,01","0,14","8,88","14,74","81,90","5,55","0,03","0,34","18,55","12,84","768,80","59,90"
AVELLANA,"0,01","0,12","4,01","9,67","5.437,50","562,57","0,01","0,14","7,74","14,29","1.003,15","70,19","0,00","0,03","3,45","13,42","34,80","2,59","0,00","0,04","2,46","16,05","48,34","3,01","0,00","0,07","4,53","13,56","340,62","25,12","0,00","0,00","0,29","13,95","4,04","0,29","0,00","0,04","2,57","13,89","334,35","24,08","0,00","0,06","3,44","13,84","382,55","27,64","0,00","0,07","4,38","15,05","157,59","10,47","0,01","0,06","3,66","5,40","67,51","12,49","0,00","0,06","3,29","13,46","135,98","10,10","0,00","0,02","1,76","10,52","56,05","5,33","0,01","0,10","6,52","13,45","111,34","8,28","0,00","0,05","2,42","14,00","29,13","2,08","0,16","1,22","4,90","7,42","2.595,57","350,01","0,00","0,04","3,94","14,47","14,09","0,97","0,01","0,09","4,24","10,83","49,01","4,52","0,00","0,03","1,83","13,62","73,40","5,39"
PISTACHO,"0,02","0,20","9,80","13,07","9.349,02","715,13","0,02","0,22","9,19","14,08","1.525,02","108,35","0,01","0,12","5,16","12,94","160,97","12,44","0,01","0,18","11,36","13,88","194,66","14,02","0,02","0,25","12,47","13,08","1.278,44","97,76","0,01","0,16","9,14","13,24","225,71","17,05","0,01","0,19","10,39","13,14","1.684,74","128,18","0,02","0,27","11,59","12,65","1.736,73","137,33","0,02","0,21","8,92","13,26","449,66","33,92","0,01","0,12","7,78","11,74","141,93","12,09","0,01","0,18","7,66","12,60","429,72","34,11","0,01","0,17","7,88","12,34","462,21","37,45","0,01","0,11","5,74","12,12","114,56","9,45","0,01","0,13","6,28","11,20","72,35","6,46","0,01","0,14","7,46","12,23","301,81","24,67","0,01","0,14","10,87","14,21","43,34","3,05","0,01","0,19","9,29","15,76","108,09","6,86","0,01","0,19","12,71","13,12","419,10","31,95"
SURTIDO,"0,03","0,24","15,34","8,49","11.115,86","1.309,03","0,03","0,27","17,11","8,85","1.906,63","215,46","0,04","0,32","18,12","8,01","417,12","52,05","0,02","0,21","15,12","8,78","225,85","25,72","0,03","0,28","17,64","8,33","1.419,72","170,34","0,06","0,43","20,22","7,74","592,45","76,54","0,02","0,20","14,86","8,40","1.723,35","205,10","0,03","0,24","14,81","8,36","1.539,96","184,16","0,03","0,29","18,32","9,02","622,48","68,99","0,02","0,18","13,65","8,53","211,30","24,78","0,03","0,23","15,86","7,56","563,71","74,55","0,02","0,17","11,14","8,89","470,11","52,89","0,01","0,10","8,61","8,20","110,54","13,48","0,02","0,13","9,91","7,79","72,77","9,34","0,03","0,28","16,20","9,56","592,02","61,96","0,01","0,07","3,91","5,68","20,90","3,68","0,03","0,28","9,86","10,17","158,67","15,60","0,02","0,21","12,35","8,61","468,29","54,37"
OTROS FRUTOS SECOS,"0,14","1,03","46,27","7,12","47.791,43","6.716,61","0,13","1,00","46,84","7,72","7.064,80","914,69","0,13","0,93","42,30","7,36","1.210,80","164,52","0,17","1,34","42,88","7,68","1.449,57","188,70","0,14","1,00","46,75","6,89","5.046,74","731,98","0,13","0,91","45,70","6,79","1.249,95","183,97","0,13","0,84","47,81","6,41","7.352,69","1.146,81","0,16","1,08","47,76","6,82","6.965,66","1.021,76","0,12","0,70","47,95","5,98","1.474,46","246,67","0,12","0,84","45,65","6,68","968,37","144,88","0,16","1,13","44,63","6,99","2.732,22","391,00","0,23","1,71","45,65","7,59","4.669,19","615,54","0,13","0,84","34,88","6,55","906,85","138,41","0,09","0,65","34,44","7,55","356,92","47,26","0,17","1,41","51,04","8,54","3.016,85","353,34","0,15","1,21","43,88","8,01","386,48","48,27","0,22","1,60","42,08","7,35","910,32","123,92","0,11","0,91","45,35","7,96","2.029,57","254,90"
CASTAÑAS,"0,00","0,01","0,76","14,15","273,36","19,32","0,00","0,02","1,43","14,32","109,64","7,66","0,00","0,01","0,97","14,00","7,80","0,56","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,49","14,00","17,94","1,28","0,00","0,01","1,06","14,00","7,41","0,53","0,00","0,01","0,87","14,22","44,43","3,12","0,00","0,00","0,66","14,00","30,81","2,20","0,00","0,01","0,58","14,00","11,73","0,84","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,65","13,16","9,69","0,74","0,00","0,00","0,23","14,00","6,42","0,46","0,00","0,01","1,06","14,00","6,16","0,44","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,42","14,90","5,76","0,39","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,89","14,00","15,59","1,11"
T.FRUTA&HORTA.TRANSF,"0,93","2,53","82,26","2,73","117.473,77","43.069,15","0,93","2,69","81,97","2,88","18.948,83","6.582,71","0,88","2,26","79,14","2,57","2.932,23","1.139,85","0,76","2,31","74,20","3,06","2.501,47","818,05","0,91","2,34","83,87","2,56","11.839,93","4.631,49","1,08","2,86","79,59","2,65","3.945,44","1.489,73","0,88","2,21","83,98","2,51","19.337,67","7.711,75","0,96","2,66","83,69","2,76","17.145,02","6.213,72","1,02","2,35","85,41","2,31","4.978,41","2.151,18","0,94","2,23","88,23","2,38","2.581,17","1.084,41","0,94","2,52","80,35","2,69","6.113,08","2.271,77","0,77","2,18","77,77","2,83","5.948,09","2.098,76","0,95","2,75","88,83","2,90","2.970,80","1.024,87","0,84","2,80","76,14","3,32","1.539,31","463,17","1,35","4,43","84,13","3,29","9.464,20","2.875,50","0,77","2,39","75,66","3,11","761,89","245,05","0,85","2,73","67,47","3,21","1.550,13","483,45","0,80","2,19","79,76","2,76","4.916,10","1.783,69"
FRUTA&HORTA.CONSERVA,"0,70","2,00","76,74","2,85","92.624,85","32.554,79","0,61","1,90","73,04","3,11","13.366,99","4.298,53","0,66","1,79","73,27","2,71","2.315,31","854,62","0,52","1,56","66,42","2,99","1.688,40","564,86","0,67","1,78","76,98","2,65","9.018,90","3.398,79","0,90","2,44","77,05","2,70","3.361,60","1.245,79","0,68","1,75","78,93","2,57","15.376,72","5.991,67","0,74","2,15","78,13","2,91","13.873,09","4.761,07","0,83","1,93","80,47","2,34","4.098,12","1.750,12","0,75","1,80","84,86","2,39","2.083,03","870,35","0,76","2,09","76,62","2,77","5.073,13","1.833,80","0,61","1,79","74,83","2,94","4.895,99","1.666,86","0,79","2,35","87,26","2,98","2.537,23","851,81","0,65","2,32","72,43","3,55","1.278,37","360,08","1,07","3,84","80,60","3,59","8.203,69","2.285,11","0,62","2,07","70,34","3,35","659,51","197,12","0,69","2,30","66,69","3,35","1.304,79","389,79","0,55","1,56","73,68","2,83","3.489,98","1.234,45"
GUISANTES,"0,02","0,05","5,63","2,83","2.093,70","738,74","0,01","0,02","3,14","2,59","167,47","64,70","0,03","0,06","9,72","2,21","79,34","35,89","0,00","0,01","1,16","3,28","15,82","4,82","0,01","0,02","3,20","2,78","107,82","38,72","0,01","0,02","2,51","2,68","21,60","8,05","0,01","0,02","3,48","2,81","164,29","58,43","0,03","0,08","9,35","2,67","491,17","183,82","0,02","0,04","7,50","2,45","95,27","38,95","0,01","0,02","3,13","3,77","27,64","7,33","0,04","0,10","9,38","2,72","243,55","89,57","0,01","0,02","3,38","2,69","65,47","24,37","0,04","0,13","16,65","3,00","141,37","47,06","0,05","0,13","7,82","2,82","72,80","25,80","0,03","0,13","9,12","3,94","273,15","69,32","0,02","0,07","7,69","4,04","23,24","5,75","0,01","0,05","4,02","3,71","27,81","7,50","0,01","0,03","5,88","2,65","75,90","28,64"
JUDIAS VERDES,"0,02","0,04","4,11","1,76","1.660,80","941,49","0,01","0,02","2,01","1,79","132,28","73,78","0,03","0,04","5,09","1,69","57,48","34,07","0,00","0,00","0,00",,"0,00","0,00","0,02","0,03","3,46","1,93","156,55","81,11","0,03","0,06","5,50","2,22","83,48","37,62","0,02","0,03","3,84","1,66","224,27","135,22","0,03","0,06","6,84","1,91","393,76","205,71","0,06","0,09","9,82","1,63","191,23","117,25","0,04","0,06","8,94","1,47","74,48","50,59","0,04","0,06","5,68","1,67","147,09","87,96","0,01","0,02","1,79","1,79","47,52","26,59","0,02","0,04","2,32","1,94","42,98","22,13","0,02","0,03","4,25","1,98","17,87","9,04","0,02","0,02","2,94","1,50","48,63","32,35","0,01","0,02","3,63","1,71","6,08","3,55","0,01","0,02","4,28","1,69","13,66","8,06","0,01","0,01","2,11","1,42","23,41","16,46"
PIMIENTOS,"0,02","0,11","11,67","4,80","5.056,68","1.054,33","0,02","0,08","8,87","4,71","549,49","116,64","0,02","0,10","13,17","4,39","123,78","28,19","0,01","0,06","7,21","5,17","69,31","13,41","0,01","0,05","6,19","4,56","278,05","60,97","0,02","0,08","13,41","4,27","111,68","26,13","0,02","0,10","13,47","4,68","908,24","194,00","0,02","0,10","12,39","4,56","629,21","137,91","0,02","0,07","9,67","4,27","157,66","36,94","0,02","0,08","9,03","4,40","89,90","20,42","0,03","0,15","13,53","4,69","355,61","75,83","0,02","0,12","10,81","5,10","331,49","64,94","0,04","0,18","18,25","4,70","198,62","42,27","0,02","0,14","17,15","6,07","76,69","12,63","0,07","0,37","19,94","5,36","783,24","146,09","0,04","0,18","13,27","4,40","58,74","13,34","0,04","0,21","17,98","5,00","121,84","24,37","0,02","0,10","11,29","5,29","213,13","40,26"
ESPARRAGOS,"0,03","0,22","12,41","6,98","10.341,87","1.481,00","0,04","0,29","13,28","7,73","2.066,52","267,20","0,04","0,24","12,60","6,31","317,42","50,28","0,00","0,02","3,11","6,37","22,67","3,56","0,02","0,14","10,54","6,59","701,24","106,39","0,03","0,20","14,12","6,67","272,02","40,80","0,02","0,13","10,03","6,55","1.178,13","179,76","0,04","0,27","13,67","7,67","1.766,99","230,49","0,03","0,16","11,80","6,07","333,68","55,00","0,03","0,18","14,32","6,97","212,70","30,53","0,05","0,36","16,70","6,72","881,24","131,12","0,02","0,13","8,08","6,75","358,24","53,06","0,04","0,29","11,85","7,97","313,76","39,38","0,03","0,25","13,41","7,65","137,80","18,01","0,09","0,61","21,37","6,75","1.297,36","192,25","0,04","0,20","15,81","5,06","64,27","12,71","0,03","0,17","8,41","5,96","98,55","16,53","0,02","0,14","13,34","5,92","319,29","53,92"
ALCACHOFAS,"0,01","0,07","5,24","5,53","3.170,33","573,54","0,01","0,05","3,56","5,54","317,74","57,37","0,00","0,03","2,26","5,74","37,10","6,47","0,00","0,01","1,47","4,41","15,69","3,56","0,01","0,05","4,70","5,00","259,93","51,98","0,04","0,19","15,53","5,26","257,03","48,89","0,01","0,08","7,05","5,38","670,29","124,54","0,01","0,07","5,48","5,63","483,37","85,87","0,02","0,10","8,32","5,04","204,96","40,66","0,02","0,08","7,44","4,71","91,06","19,33","0,01","0,07","5,70","5,71","177,54","31,08","0,00","0,02","1,52","3,78","44,36","11,73","0,01","0,03","3,02","5,10","36,96","7,25","0,03","0,23","6,55","7,14","123,97","17,36","0,02","0,11","5,61","6,29","227,00","36,06","0,00","0,01","1,17","5,69","4,77","0,84","0,03","0,23","8,39","8,37","132,36","15,81","0,01","0,04","2,67","5,84","86,21","14,75"
CHAMPIÑOSNES+SETAS,"0,02","0,08","8,77","3,34","3.719,29","1.114,75","0,03","0,12","9,21","4,27","816,37","191,35","0,01","0,04","5,40","3,44","57,30","16,64","0,03","0,12","11,35","3,63","129,12","35,54","0,01","0,04","5,27","3,15","222,73","70,69","0,02","0,06","7,21","2,73","84,95","31,13","0,03","0,08","10,28","3,14","690,69","220,29","0,02","0,08","8,91","3,14","494,72","157,50","0,02","0,06","7,92","2,94","132,46","45,11","0,04","0,12","13,10","2,92","138,35","47,39","0,03","0,09","9,33","3,10","210,74","68,06","0,03","0,09","9,65","3,00","254,92","84,98","0,03","0,11","12,37","3,49","117,82","33,79","0,04","0,14","12,19","3,13","76,26","24,40","0,02","0,07","6,06","3,93","140,50","35,79","0,00","0,00","0,00",,"0,00","0,00","0,02","0,06","6,50","4,07","36,19","8,89","0,02","0,05","9,76","2,69","116,17","43,22"
